时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2025-5-24 12:57:55:167	WTGSB-A6(C3:11:EA:D7:53:77)	-0.192	-0.886	0.208	-4.944	-7.019	-16.235	-83.50	11.93	-46.98	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:167	WTGSB-A6(C3:11:EA:D7:53:77)	-0.091	-0.847	0.298	-2.563	-7.019	-18.860	-83.52	11.83	-46.92	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:167	WTGSB-A6(C3:11:EA:D7:53:77)	-0.018	-0.906	0.189	-5.981	-5.554	-21.484	-83.56	11.71	-46.87	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:167	WTGSB-A6(C3:11:EA:D7:53:77)	-0.021	-0.794	0.000	-7.202	-3.418	-23.560	-83.61	11.59	-46.83	-64.876	13.622	95.746	0.70825	-0.57864	0.32379	-0.24203	4.7	13111	50
2025-5-24 12:57:55:168	WTGSB-A6(C3:11:EA:D7:53:77)	0.061	-0.836	0.121	-4.883	-2.319	-24.170	-83.64	11.45	-46.80	-64.876	13.622	95.746	0.70825	-0.57864	0.32379	-0.24203	4.7	13111	50
2025-5-24 12:57:55:168	WTGSB-A6(C3:11:EA:D7:53:77)	0.112	-0.729	0.191	-2.380	-1.770	-25.024	-83.67	11.32	-46.77	-64.876	13.622	95.746	0.70825	-0.57864	0.32379	-0.24203	4.7	13111	50
2025-5-24 12:57:55:168	WTGSB-A6(C3:11:EA:D7:53:77)	0.031	-0.838	0.262	-3.662	-1.160	-24.719	-83.69	11.19	-46.74	-64.876	13.622	95.746	0.70825	-0.57864	0.32379	-0.24203	4.7	13111	50
2025-5-24 12:57:55:176	WTRIGHT(D0:74:13:DA:DA:8C)	0.533	-0.767	0.149	-6.592	-4.700	19.348	-87.67	-2.72	167.98	4.900	18.914	-8.134	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:176	WTRIGHT(D0:74:13:DA:DA:8C)	0.273	-0.536	0.210	-9.766	-4.395	24.963	-87.69	-2.58	167.94	4.900	18.914	-8.134	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:176	WTRIGHT(D0:74:13:DA:DA:8C)	0.149	-0.822	0.142	-15.137	-3.052	32.166	-87.75	-2.42	167.88	4.900	18.914	-8.134	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
2025-5-24 12:57:55:176	WTRIGHT(D0:74:13:DA:DA:8C)	0.093	-1.252	-0.311	-13.123	-1.770	35.095	-87.80	-2.24	167.82	4.900	18.914	-8.134	0.05280	-0.04999	-0.69177	0.71835	4.8	13111	60
